rent,rentsqm,area,rooms,yearc,bathextra,bathtile,cheating,district,location,upkitchen,wwater
327.52,10.24,32,1,1972,no,yes,yes,Maxvor,good,no,yes
410.57,12.44,33,1,1966,no,yes,yes,Send-West,normal,no,yes
393.37,6.45,61,2,1966,no,no,yes,Send-West,normal,no,yes
229.06,5.73,40,2,1918,no,no,no,Send,normal,no,yes
342.57,5.35,64,3,1957,no,yes,yes,Bogenh,normal,no,yes
560.58,9.19,61,3,1957,no,yes,yes,Bogenh,normal,no,yes
364.3,7.75,47,2,1967,no,yes,yes,Pas-Obmenz,normal,no,yes
484.01,8.49,57,2,1960,no,yes,yes,Ugies-Har,normal,no,yes
464.56,10.32,45,2,1968,no,yes,yes,All-Umenz,good,no,yes
270.07,4.22,64,2,1996,no,yes,yes,All-Umenz,normal,yes,yes
561.35,7.02,80,3,1966,yes,no,yes,All-Umenz,normal,no,yes
520.49,4.86,107,4,1957.5,no,yes,yes,Feld-Has,normal,no,yes
387.24,6.35,61,3,1966,no,yes,yes,Mil-AmH,normal,no,yes
328.39,6.84,48,2,1966,no,no,yes,Mil-AmH,normal,no,yes
657.68,10.12,65,3,1960,no,yes,yes,Mil-AmH,normal,no,yes
815.71,10.88,75,3,1998,no,no,yes,Mil-AmH,normal,yes,yes
319.21,4.63,69,3,1957,no,yes,yes,Maxvor,good,no,yes
460.17,6.77,68,2,1918,no,no,yes,Alt-Le,good,no,yes
603.34,9.73,62,3,1957,no,no,yes,Maxvor,good,no,yes
286,7.94,36,1,1948,no,no,yes,Maxvor,good,no,yes
989.17,11.64,85,3,1918,no,yes,no,Maxvor,good,no,yes
655.48,8.4,78,3,1960,no,yes,yes,SchwWest,good,no,yes
345.75,5.01,69,2,1957,no,yes,yes,Maxvor,good,no,yes
609.58,8.71,70,2,1957,no,yes,yes,Maxvor,good,no,yes
782.19,12.82,61,2,1957.5,no,yes,yes,Maxvor,good,yes,yes
355.36,8.46,42,2,1966,no,yes,yes,Pas-Obmenz,good,no,yes
644.34,7.86,82,3,1918,no,yes,yes,Au-Haid,good,no,yes
243.44,3.93,62,3,1918,no,yes,yes,Obgies,normal,no,no
392.18,7.69,51,1,1966,no,no,yes,Obgies,normal,no,yes
568.93,8.89,64,2,1989,yes,yes,yes,Send-West,normal,no,yes
535.92,7.66,70,3,1966,no,yes,yes,Laim,normal,no,yes
254.75,10.61,24,1,1960,no,no,yes,Laim,good,no,yes
1003.38,9.84,102,4,1996,no,yes,yes,Laim,normal,no,yes
415.57,7.29,57,2,1974,no,yes,yes,Had,normal,no,yes
713.26,8.39,85,4,1975,no,yes,yes,Had,good,no,yes
661.5,7.35,90,3,1966,no,yes,yes,Send,normal,no,yes
352.68,7.2,49,2,1993,no,yes,yes,Neuh-Nymp,top,no,yes
1385.12,10.82,128,6,1991,no,no,yes,Neuh-Nymp,good,no,yes
738.8,10.55,70,3,1948,no,yes,yes,Neuh-Nymp,good,no,yes
306.61,12.78,24,2,1918,no,no,yes,Neuh-Nymp,good,no,yes
582.37,9.39,62,2,1966,no,yes,yes,Neuh-Nymp,good,no,yes
920.33,7.36,125,5,1924,no,yes,yes,Neuh-Nymp,good,no,yes
224.55,3.94,57,2,1918,no,yes,yes,Laim,normal,no,yes
524.09,8.88,59,2,1973,no,no,yes,Laim,normal,no,yes
487.77,6.77,72,3,1960,no,no,yes,Laim,normal,no,yes
501.96,5.84,86,4,1966,no,no,yes,Pas-Obmenz,normal,no,yes
640.83,8.66,74,3,1966,no,yes,yes,Pas-Obmenz,good,no,yes
548.79,9.98,55,1,1995,no,yes,yes,Pas-Obmenz,good,no,yes
523.33,7.81,67,3,1970,no,yes,yes,Had,normal,no,yes
177.36,3.17,56,3,1957,no,yes,no,Laim,normal,no,yes
564.02,7.23,78,3,1948,no,no,yes,Laim,normal,no,yes
714.27,7.94,90,4,1966,no,yes,yes,Bogenh,normal,no,yes
377.59,4.97,76,3,1948,no,yes,yes,Au-Haid,good,no,yes
468.92,7.33,64,3,1957,yes,yes,yes,Laim,normal,no,yes
686.32,8.07,85,4,1948,no,yes,yes,Laim,normal,no,yes
280.7,5.85,48,2,1957,no,yes,yes,Laim,normal,no,yes
504.4,5.87,86,4,1966,no,no,yes,Had,normal,no,yes
364.18,5.06,72,3,1966,no,yes,yes,Had,normal,no,yes
345.79,10.17,34,1,1970,no,no,yes,Laim,good,no,yes
193.38,2.93,66,3,1918,no,yes,yes,Schwab-Frei,good,no,yes
193.18,1.89,102,4,1918,no,yes,yes,Schwab-Frei,good,no,yes
883.53,8.84,100,4,1918,no,yes,yes,Schwab-Frei,good,no,yes
362.13,10.65,34,1,1966,no,yes,yes,SchwWest,good,no,yes
306.4,9.88,31,1,1972,no,no,yes,SchwWest,good,no,yes
771.5,11.02,70,2,1974,no,no,yes,Au-Haid,good,no,yes
490.85,12.27,40,1,1979,no,yes,yes,Bogenh,top,no,yes
580.32,10.55,55,2,1998,no,yes,yes,BamLaim,normal,yes,yes
667.25,7.5,89,2,1918,no,yes,yes,Lud-Isar,good,no,yes
601.65,9.4,64,2,1972,no,yes,yes,Lud-Isar,good,yes,yes
711.45,5.88,121,4,1918,no,no,yes,Lud-Isar,good,no,yes
370,5.21,71,2,1957,no,yes,yes,Lud-Isar,good,no,yes
347.74,6.95,50,2,1957,no,yes,yes,Lud-Isar,good,no,yes
967.62,11.12,87,2,1918,yes,yes,yes,Lud-Isar,good,no,yes
627.58,7.38,85,3,1918,no,no,no,Lud-Isar,good,no,yes
617.6,7.18,86,3,1960,no,yes,yes,SchwWest,good,no,yes
375.3,5.44,69,3,1966,no,yes,yes,Feld-Has,normal,no,yes
639.21,11.62,55,2,1973,no,yes,yes,Mil-AmH,normal,no,yes
721.38,7.44,97,3,1918,no,no,yes,Mil-AmH,normal,no,yes
330.55,13.22,25,1,1966,no,yes,yes,SchwWest,normal,no,yes
675.71,10.09,67,2,1939,no,yes,yes,SchwWest,good,no,yes
1143.05,9.94,115,3,1970,no,yes,yes,Bogenh,normal,no,yes
354.63,11.82,30,1,1972,no,yes,yes,Bogenh,normal,no,yes
645.85,14.04,46,2,1994,no,yes,yes,Ugies-Har,top,no,yes
316.62,7.2,44,2,1957,no,no,yes,Schwab-Frei,normal,no,yes
493.4,7.96,62,2,1957,no,no,yes,Lud-Isar,good,no,yes
456.33,7.73,59,3,1918,no,yes,yes,Lud-Isar,good,no,yes
801.7,6.41,125,4,1957.5,no,yes,yes,Lud-Isar,good,no,yes
421.68,10.54,40,2,1993,no,yes,yes,Ram-Per,normal,no,yes
704.08,9.14,77,3,1990,no,yes,yes,Bogenh,good,no,yes
649.02,7.64,85,3,1983,no,yes,yes,Ram-Per,normal,no,yes
663.33,9.61,69,3,1993,no,yes,yes,Ram-Per,normal,yes,yes
642.39,12.12,53,2,1998.5,no,yes,yes,Trud-Rie,good,yes,yes
783.23,9.91,79,3,1957,no,yes,yes,Trud-Rie,good,no,yes
438.7,7.31,60,2,1957,no,yes,yes,SchwWest,good,no,yes
525.37,9.55,55,2,1957,no,yes,yes,SchwWest,good,no,yes
723.49,8.22,88,4,1970,no,yes,yes,Ram-Per,normal,no,yes
342.57,9.26,37,1,1970,no,yes,yes,Ram-Per,normal,no,yes
235.2,8.71,27,1,1971,no,yes,yes,Ram-Per,normal,no,yes
510,5.8,88,4,1969,no,yes,yes,Ram-Per,normal,no,yes
577.77,6.64,87,3,1918,no,yes,yes,Au-Haid,normal,no,yes
157.51,2.54,62,3,1957,no,yes,yes,Send,normal,no,yes
509.47,7.49,68,3,1966,no,no,yes,Feld-Has,normal,no,yes
444.21,8.88,50,2,1989,no,yes,yes,Neuh-Nymp,good,no,yes
629.09,9.53,66,2,1924,no,no,yes,Neuh-Nymp,top,no,yes
604.17,7.28,83,3,1960,no,no,yes,Neuh-Nymp,normal,no,yes
398.82,8.86,45,1,1957.5,no,yes,yes,Neuh-Nymp,normal,no,yes
678.4,13.05,52,2,1957,no,no,yes,Maxvor,normal,no,yes
317.43,4.47,71,3,1918,no,yes,no,Neuh-Nymp,normal,no,no
434.61,8.2,53,2,1980,no,no,yes,Neuh-Nymp,normal,no,yes
717.71,7.48,96,3,1924,no,no,yes,Moos,normal,no,yes
525.71,7.62,69,3,1966,no,yes,yes,Send-West,normal,no,yes
920.34,10.7,86,4,1966,no,yes,yes,Send,normal,no,yes
494.28,8.24,60,2,1924,no,yes,yes,Send,good,no,yes
460,7.93,58,2,1982,no,yes,yes,Ram-Per,good,no,yes
598,8.79,68,2,1973,no,yes,yes,Ram-Per,normal,no,yes
378.36,6.88,55,2,1970,no,yes,yes,Ram-Per,normal,no,yes
824.58,6.76,122,3,1918,no,yes,yes,Alt-Le,good,no,yes
1538.43,8.64,178,6,1983,no,no,yes,Alt-Le,good,no,yes
716,5.97,120,4,1918,no,yes,yes,SchwWest,good,no,yes
434.56,4.14,105,4,1957,no,no,yes,Ram-Per,normal,no,yes
766.95,10.23,75,3,1990,no,yes,yes,Ram-Per,normal,no,yes
356.41,4.75,75,3,1918,no,no,no,Maxvor,good,no,yes
727.54,10.86,67,4,1957,no,yes,yes,Neuh-Nymp,normal,no,yes
525,7.19,73,3,1970,no,no,yes,Neuh-Nymp,normal,no,yes
737.3,9.33,79,3,1957,no,yes,yes,SchwWest,good,no,yes
439.2,3.51,125,4,1918,no,yes,yes,Lud-Isar,normal,no,yes
376.26,4.82,78,3,1992,no,no,yes,Lud-Isar,good,no,yes
712.79,10.18,70,2,1996,no,yes,yes,Maxvor,normal,no,yes
491.79,4.92,100,4,1918,no,no,no,Schwanth,normal,no,no
449.27,8.64,52,2,1918,no,yes,yes,Schwanth,normal,no,yes
1467.69,12.44,118,2,1998.5,no,no,yes,Au-Haid,good,yes,yes
484.66,5.64,86,4,1918,yes,yes,yes,Neuh-Nymp,good,no,yes
359.8,7.5,48,2,1966,no,yes,yes,BamLaim,normal,no,yes
531.76,8.44,63,2,1957,no,yes,yes,Maxvor,good,yes,yes
419.04,8.22,51,2,1966,no,no,yes,Maxvor,good,no,yes
793.33,7.7,103,3,1918,no,yes,yes,SchwWest,good,no,yes
515.67,9.55,54,2,1960,no,yes,yes,Maxvor,good,no,yes
384.31,8.35,46,2,1957,no,yes,yes,SchwWest,good,no,yes
1023.31,8.82,116,4,1918,no,yes,yes,Schwab-Frei,good,no,yes
444.83,12.71,35,1,1966,no,yes,yes,Send-West,good,no,yes
733.72,8.53,86,5,1975,no,yes,yes,Had,good,no,yes
715.82,10.85,66,2,1988,no,yes,yes,Had,good,no,yes
562,10.04,56,2,1966,no,no,yes,Send,normal,no,yes
603.34,10.06,60,2,1918,no,yes,yes,Alt-Le,normal,no,yes
821.61,6.04,136,4,1918,no,no,yes,Alt-Le,good,no,no
1102,6.37,173,5,1918,yes,yes,yes,Alt-Le,normal,no,yes
823.19,9.46,87,3,1918,no,yes,yes,Au-Haid,good,no,yes
905.01,11.75,77,3,1998.5,yes,yes,yes,Th-Ob-Fo-Fu-So,good,no,yes
733.77,5.24,140,4,1957,no,yes,yes,SchwWest,good,no,yes
569.69,6.55,87,3,1957,no,yes,yes,SchwWest,good,no,yes
818.08,9.09,90,4,1918,no,yes,yes,Alt-Le,normal,no,yes
751.6,11.39,66,3,1980,no,yes,yes,Alt-Le,good,no,yes
712.33,9.5,75,3,1967,no,yes,yes,Alt-Le,good,no,yes
329.63,12.21,27,1,1957,no,no,yes,Maxvor,good,no,yes
384,17.45,22,1,1972,no,yes,yes,BamLaim,normal,no,yes
281.22,5.62,50,3,1948,no,yes,yes,BamLaim,normal,no,yes
786.38,10.21,77,3,1998,no,yes,yes,BamLaim,normal,no,yes
324.6,4.06,80,3,1948,no,yes,no,BamLaim,normal,no,yes
509.9,6.8,75,3,1983,no,yes,yes,BamLaim,good,no,yes
785.76,10.76,73,3,1998,no,yes,yes,Laim,normal,no,yes
765.24,7.65,100,4,1918,no,yes,yes,Laim,normal,no,yes
692.57,9.36,74,3,1960,no,yes,yes,Laim,normal,no,yes
368.13,10.23,36,1,1957,no,yes,yes,Laim,normal,no,yes
377.16,4.71,80,3,1957,no,no,yes,Laim,good,no,yes
938.6,10.67,88,3,1980,no,yes,yes,Laim,good,yes,yes
710.95,8.89,80,3,1998,no,yes,yes,Laim,normal,no,yes
556.38,8.56,65,2,1982,no,yes,yes,Ugies-Har,good,no,yes
894,11.04,81,3,1918,no,yes,yes,Au-Haid,normal,no,yes
362.28,3.77,96,4,1924,no,yes,no,Au-Haid,normal,no,yes
472.49,8.44,56,2,1957,no,yes,yes,Au-Haid,normal,no,yes
617.6,7.72,80,4,1957,no,yes,yes,Au-Haid,normal,no,yes
359.47,6.31,57,2,1957.5,no,yes,yes,SchwWest,good,no,yes
328.64,6.32,52,2,1957,no,yes,yes,Maxvor,good,no,yes
423.55,7.84,54,3,1948,no,yes,yes,Laim,normal,no,yes
359.92,8.78,41,1,1957,no,yes,yes,Ugies-Har,normal,no,yes
1505.66,8.86,170,4,1918,yes,no,yes,Alt-Le,normal,no,yes
382.96,4.35,88,3,1957.5,no,no,yes,Alt-Le,good,no,yes
275.19,8.6,32,1,1957.5,no,yes,yes,Alt-Le,good,no,yes
245.42,8.18,30,1,1957,no,yes,yes,Alt-Le,good,no,yes
664.69,7.64,87,3,1973,yes,yes,yes,Mil-AmH,normal,no,yes
715.82,7.78,92,3,1918,no,no,yes,Lud-Isar,good,no,yes
681.05,8.96,76,3,1918,no,yes,yes,Lud-Isar,good,no,yes
387.95,5.62,69,3,1939,no,yes,yes,Lud-Isar,normal,no,yes
403.91,7.48,54,2,1960,no,yes,yes,Laim,good,no,yes
271.05,9.68,28,1,1968,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
710.71,9.48,75,2,1991,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
521.33,7.14,73,3,1966,no,yes,yes,Au-Lo-La,normal,no,yes
624.75,11.36,55,2,1966,no,yes,yes,Au-Lo-La,normal,no,yes
542.12,7.23,75,3,1924,no,no,yes,Laim,normal,no,yes
616.6,6.17,100,4,1967,no,no,yes,Laim,normal,no,yes
594.64,9.59,62,2,1918,no,yes,yes,Au-Haid,good,no,yes
305.73,4.13,74,3,1918,no,yes,no,Au-Haid,good,no,no
443.88,5.1,87,3,1918,no,no,no,Au-Haid,good,no,no
531.52,6.64,80,3,1918,no,no,no,Au-Haid,good,no,yes
242.35,4.49,54,2,1918,no,yes,yes,Ram-Per,normal,no,yes
715.82,9.81,73,3,1999,no,yes,yes,Obgies,normal,no,yes
499.23,7.34,68,3,1957,no,no,yes,Au-Haid,good,no,yes
175.99,4.19,42,2,1948,no,yes,yes,Obgies,normal,no,yes
876.44,6.26,140,5,1918,no,yes,yes,Au-Haid,good,yes,yes
353.69,11.05,32,1,1918,no,yes,no,Au-Haid,normal,no,yes
415.6,7.56,55,2,1957,no,yes,yes,Obgies,normal,no,yes
403.93,10.1,40,1,1957,no,yes,yes,Au-Haid,good,no,yes
539.93,5.68,95,4,1966,no,yes,yes,Ugies-Har,normal,no,yes
356.88,9.65,37,1,1966,no,no,yes,Ugies-Har,normal,no,yes
586.97,7.07,83,3,1957,no,no,yes,Ugies-Har,normal,no,yes
338.48,7.52,45,2,1948,no,yes,yes,Ugies-Har,normal,no,yes
833.42,13.23,63,2,1996,no,yes,yes,Ugies-Har,normal,no,yes
976.58,9.57,102,4,1918,yes,no,yes,Neuh-Nymp,normal,no,yes
715.82,11.93,60,2,1998.5,no,yes,yes,Ugies-Har,top,yes,yes
834.15,7.51,111,5,1980,no,yes,yes,Th-Ob-Fo-Fu-So,top,no,yes
1133.94,12.06,94,3,1993,yes,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
319.46,6.66,48,2,1948,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
650.05,7.83,83,3,1918,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
547.1,8.05,68,3,1966,no,yes,yes,Mil-AmH,normal,no,yes
450.5,6.01,75,3,1957,no,yes,yes,SchwWest,good,no,yes
675.24,12.74,53,2,1918,no,yes,yes,SchwWest,good,no,yes
371.57,5.31,70,3,1948,no,yes,yes,Neuh-Nymp,normal,no,yes
616.45,11.42,54,2,1918,no,yes,yes,Neuh-Nymp,good,no,yes
715.82,11.01,65,2,1918,no,yes,yes,Neuh-Nymp,good,no,yes
848.23,9.98,85,3,1966,no,yes,yes,Neuh-Nymp,good,yes,yes
674.92,10.07,67,3,1918,no,no,yes,Neuh-Nymp,good,no,yes
603.34,10.97,55,2,1918,no,yes,yes,Neuh-Nymp,good,no,yes
371.91,4.27,87,4,1924,no,yes,yes,Neuh-Nymp,normal,no,yes
327.75,6.69,49,2,1971,no,yes,yes,Mil-AmH,normal,no,yes
457.96,7.63,60,3,1960,no,yes,yes,Mil-AmH,normal,no,yes
736.27,9.69,76,3,1957,no,yes,yes,Laim,normal,no,yes
1237.35,10.06,123,3,1994,no,yes,yes,Laim,good,no,yes
484.06,10.3,47,1,1968,no,yes,yes,Laim,good,no,yes
1416.96,8.34,170,5,1966,no,yes,yes,Laim,good,no,yes
527.12,9.25,57,3,1948,no,yes,yes,Laim,normal,no,yes
423.22,7.56,56,2,1948,no,no,yes,Laim,normal,no,yes
268.53,3.09,87,3,1957,no,yes,yes,Au-Haid,normal,no,yes
725.13,8.63,84,3,1973,no,no,yes,Ram-Per,normal,no,yes
609.03,6.09,100,3,1918,no,no,no,Au-Haid,normal,no,no
785.36,11.22,70,3,1998,yes,yes,yes,Trud-Rie,good,no,yes
621.52,6.22,100,6,1948,no,yes,yes,Trud-Rie,good,yes,yes
1632.03,14.84,110,3,1987,no,yes,yes,Bogenh,good,yes,yes
1041.13,8.98,116,3,1971,yes,yes,yes,Bogenh,top,no,yes
561.38,8.51,66,2,1980,no,yes,yes,Bogenh,top,no,yes
599.75,10.17,59,2,1960,no,yes,yes,Bogenh,normal,no,yes
516.27,6.54,79,3,1957,no,no,yes,Bogenh,normal,no,yes
591.18,7.78,76,3,1972,no,yes,yes,Bogenh,normal,no,yes
567.55,9.62,59,3,1987,no,yes,yes,Trud-Rie,good,yes,yes
316.56,5.02,63,2,1918,no,yes,yes,Schwab-Frei,normal,no,yes
796.99,9.38,85,3,1966,no,yes,yes,Schwab-Frei,good,no,yes
290.49,5.81,50,2,1948,no,yes,yes,Schwab-Frei,normal,no,yes
735.42,7.82,94,4,1972,no,yes,yes,Moos,normal,no,yes
352.44,9.79,36,1,1972,no,no,yes,Moos,normal,no,yes
611.63,8.74,70,3,1966,no,no,yes,Moos,normal,no,yes
429.49,7.16,60,2,1957.5,no,yes,yes,Moos,normal,no,yes
376.25,8.55,44,1,1999,no,yes,yes,Feld-Has,normal,no,yes
510.24,12.15,42,2,1998.5,no,yes,yes,All-Umenz,normal,no,yes
330.96,5.91,56,2,1957,no,no,yes,Neuh-Nymp,good,no,yes
493.83,9.88,50,2,1976,no,yes,yes,Neuh-Nymp,good,no,yes
542.94,7.14,76,3,1960,no,yes,yes,Maxvor,good,no,yes
362.93,4.03,90,2,1918,no,yes,no,Lud-Isar,normal,no,yes
401.37,9.33,43,1,1939,no,yes,yes,Schwanth,normal,no,yes
603.27,10.4,58,2,1972,no,yes,yes,Schwanth,normal,no,yes
328.03,4.37,75,3,1918,no,yes,yes,Schwanth,normal,no,yes
1094.47,11.17,98,3,1960,no,yes,yes,Schwab-Frei,top,no,yes
491.63,8.06,61,3,1960,no,no,yes,Mil-AmH,normal,no,yes
395.62,13.19,30,1,1968,no,yes,yes,Schwab-Frei,top,no,yes
301.06,10.04,30,1,1978,yes,yes,yes,Maxvor,good,no,yes
613.56,10.96,56,2,1960,no,yes,yes,Maxvor,good,no,yes
425.38,6.54,65,3,1972,no,yes,yes,Ram-Per,normal,no,yes
478.23,4.93,97,4,1918,no,yes,yes,Neuh-Nymp,good,no,yes
639.11,9.83,65,2,1981,no,yes,yes,Ram-Per,normal,no,yes
640.99,8.66,74,3,1998.5,no,yes,yes,BamLaim,normal,no,yes
1198,8.56,140,5,1918,yes,yes,yes,Au-Haid,normal,no,yes
327.84,3.77,87,5,1966,no,yes,yes,Au-Haid,good,no,yes
299.45,5.65,53,3,1957,no,yes,yes,Ram-Per,normal,no,yes
565.49,7.07,80,3,1957,no,yes,yes,Alt-Le,normal,no,yes
487.16,8.86,55,2,1918,no,no,no,Maxvor,good,no,yes
321.56,16.08,20,1,1957.5,no,yes,yes,Schwab-Frei,good,no,yes
359.5,5.89,61,3,1966,no,yes,yes,Laim,normal,no,yes
447.23,5.73,78,3,1966,no,yes,yes,Laim,normal,no,yes
707.39,8.63,82,3,1998.5,yes,yes,yes,Laim,good,yes,yes
526.98,10.13,52,2,1998.5,no,yes,yes,Laim,good,no,yes
532.96,9.03,59,2,1967,no,no,yes,Laim,normal,yes,yes
652.9,10.36,63,3,1970,no,yes,yes,Send-West,normal,no,yes
335.55,7.99,42,1,1987,no,yes,yes,Laim,normal,no,yes
444.23,5.29,84,3,1972,no,yes,yes,Laim,good,no,yes
787.4,8.65,91,4,1978,yes,yes,yes,Laim,good,no,yes
124.47,2.39,52,2,1957,no,yes,yes,Laim,good,no,yes
621.73,9.42,66,2,1988,no,yes,yes,Pas-Obmenz,normal,no,yes
843.65,10.16,83,3,2000,no,yes,yes,Pas-Obmenz,good,no,yes
637.59,6.93,92,4,1985,no,yes,yes,Bogenh,normal,no,yes
922.52,11.53,80,3,1993,yes,no,yes,Bogenh,normal,yes,yes
582.38,11.65,50,2,1973,no,yes,yes,Bogenh,normal,no,yes
572.36,8.81,65,4,1960,no,no,yes,Mil-AmH,normal,no,yes
960.64,10.22,94,4,1997,no,yes,yes,Mil-AmH,normal,no,yes
311.05,4.04,77,3,1970,no,yes,yes,Mil-AmH,normal,no,yes
376.65,11.77,32,1,1957.5,no,no,yes,SchwWest,good,no,yes
448.16,7.6,59,3,1966,no,yes,yes,SchwWest,normal,no,yes
438.92,8.44,52,2,1960,no,yes,yes,SchwWest,good,no,yes
567.55,10.13,56,2,1997,no,yes,yes,Bogenh,good,no,yes
415.18,11.86,35,1,1996,no,yes,yes,Send-West,normal,no,yes
600.26,8.96,67,3,1966,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
728.19,9.71,75,3,1993,no,yes,yes,Send-West,normal,no,yes
823.17,9.57,86,3,1966,no,yes,yes,Had,good,no,yes
554.44,10.08,55,2,1918,no,yes,yes,Au-Haid,good,no,yes
392.68,4.97,79,3,1918,no,yes,yes,Au-Haid,normal,no,yes
379.46,3.95,96,3,1918,no,yes,no,Au-Haid,good,no,no
615.88,8.44,73,2,1918,yes,yes,yes,Maxvor,good,no,yes
428.71,6.12,70,2,1918,no,yes,no,Neuh-Nymp,normal,no,yes
983.99,10.14,97,4,1957,no,yes,yes,Neuh-Nymp,normal,no,yes
478.27,5.31,90,4,1972,no,yes,yes,Th-Ob-Fo-Fu-So,good,no,yes
553.66,8.52,65,3,1966,no,yes,yes,Th-Ob-Fo-Fu-So,normal,yes,yes
692.33,10.99,63,3,1957.5,no,yes,yes,Ugies-Har,normal,no,yes
526.01,6.58,80,3,1976,no,yes,yes,Ugies-Har,top,no,yes
513.4,8.56,60,3,1918,no,no,no,Ugies-Har,normal,no,yes
826.45,12.15,68,3,1957,no,no,no,Maxvor,good,no,yes
640.89,7.28,88,3,1966,no,yes,yes,Maxvor,good,no,yes
399.54,7.54,53,2,1973,no,yes,yes,BamLaim,normal,no,yes
854.18,5.34,160,4,1918,yes,yes,yes,Neuh-Nymp,good,no,yes
576.51,7.79,74,3,1967,no,yes,yes,Neuh-Nymp,top,no,yes
743.37,6.76,110,4,1918,yes,yes,yes,Neuh-Nymp,good,no,yes
400.23,5.2,77,3,1966,yes,yes,yes,Moos,normal,no,yes
366.06,10.17,36,1,1999,no,yes,yes,Moos,normal,no,yes
1018.38,11.07,92,3,1983,yes,yes,yes,Neuh-Nymp,good,yes,yes
411.23,6.85,60,2,1974,no,no,yes,Moos,normal,no,yes
262.41,6.73,39,2,1957,no,yes,yes,Mil-AmH,normal,no,yes
428.66,5.1,84,4,1966,no,no,yes,Mil-AmH,normal,no,yes
286.14,7.34,39,2,1948,no,yes,yes,Mil-AmH,normal,no,yes
986.97,16.45,60,2,1966,no,yes,yes,Alt-Le,good,no,yes
702.64,8.89,79,3,1957,no,yes,yes,Lud-Isar,normal,no,yes
413.49,9.19,45,2,1984,no,yes,yes,Maxvor,good,no,yes
299.62,4.61,65,3,1957,no,yes,yes,Lud-Isar,good,no,yes
796.18,10.21,78,3,1957,no,yes,yes,Maxvor,good,no,yes
542.08,8.09,67,2,1960,yes,yes,yes,Maxvor,good,no,yes
371.03,4.95,75,3,1948,no,no,no,Laim,normal,no,no
577.83,5.96,97,3,1966,no,yes,yes,Ram-Per,good,no,yes
717.4,9.83,73,3,1972,no,yes,yes,Ram-Per,good,no,yes
306.57,8.52,36,1,1983,no,yes,yes,Ram-Per,good,no,yes
393.97,6.25,63,2,1972,no,yes,yes,Schwanth,normal,no,yes
263.85,5.28,50,2,1918,no,no,no,Schwanth,normal,no,yes
268.39,5.16,52,2,1918,no,yes,yes,Schwanth,normal,no,yes
312,3.71,84,3,1918,no,yes,no,Maxvor,normal,no,yes
458.74,6.95,66,3,1966,no,yes,yes,Had,normal,no,yes
324.28,12.97,25,1,1971,no,yes,yes,SchwWest,good,no,yes
506.19,9.93,51,2,1957.5,no,yes,yes,Laim,normal,no,yes
1018.22,6.97,146,5,1918,no,no,no,Alt-Le,normal,no,yes
880.49,12.4,71,3,1957.5,no,yes,yes,Alt-Le,normal,no,yes
409.04,8.18,50,2,1957,no,yes,no,Ugies-Har,normal,no,yes
473.18,5.7,83,3,1957,no,yes,yes,Ugies-Har,normal,no,yes
439.08,6.97,63,3,1957,no,yes,yes,Laim,normal,no,yes
500.24,7.36,68,3,1971,no,yes,yes,Mil-AmH,normal,no,yes
649.34,6.91,94,4,1975,no,no,yes,Send-West,normal,no,yes
484.03,8.8,55,2,1966,no,yes,yes,Maxvor,good,no,yes
335.21,5.59,60,2,1970,no,yes,yes,Ram-Per,normal,no,yes
706.73,7.68,92,3,1971,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
807.86,11.88,68,3,1924,no,yes,yes,Th-Ob-Fo-Fu-So,top,no,yes
664.69,8.86,75,2,1972,no,yes,yes,Th-Ob-Fo-Fu-So,top,no,yes
666.91,4.45,150,3,1969,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
340.01,5.48,62,3,1948,no,no,no,Ugies-Har,good,no,no
298.42,4.2,71,2,1918,no,yes,yes,Schwanth,normal,no,yes
486.37,9.18,53,2,1973,no,yes,yes,Schwanth,normal,no,yes
204.52,3.72,55,3,1973,no,yes,yes,Schwanth,normal,no,yes
788.91,9.86,80,3,1918,no,no,yes,Schwanth,normal,no,yes
529.13,11.26,47,2,1918,no,yes,yes,Schwanth,normal,no,yes
210.05,2.41,87,3,1918,no,yes,no,Lud-Isar,normal,no,no
299,4.15,72,3,1924,no,yes,yes,Schwanth,normal,no,yes
690.52,8.32,83,3,1918,no,no,yes,Lud-Isar,normal,no,yes
340.98,13.11,26,1,1973,no,yes,yes,Lud-Isar,normal,no,yes
213.01,4.18,51,2,1924,no,yes,no,Neuh-Nymp,normal,no,no
480.63,10.23,47,2,1960,no,yes,yes,Neuh-Nymp,normal,no,yes
812.96,11.14,73,3,1918,yes,yes,yes,Lud-Isar,good,no,yes
449.94,12.86,35,1,1957,no,yes,yes,Lud-Isar,good,no,yes
1457.2,11.38,128,5,1918,no,yes,yes,Schwanth,normal,no,yes
1000.41,9.81,102,3,1918,no,yes,yes,Schwanth,normal,no,yes
461.54,5.77,80,3,1918,no,yes,yes,Lud-Isar,good,no,yes
